Reference Area,Reference Period,Indicator,Sex,Measure Type,Value
Scotland,2014,Alcohol consumption: Hazardous/Harmful drinker,All,Percent,25
Scotland,2014,Alcohol consumption: Hazardous/Harmful drinker,All,95% Lower Confidence Limit,23.9
Scotland,2014,Alcohol consumption: Hazardous/Harmful drinker,All,95% Upper Confidence Limit,27.1
Scotland,2014,Alcohol consumption: Hazardous/Harmful drinker,Female,Percent,17
Scotland,2014,Alcohol consumption: Hazardous/Harmful drinker,Female,95% Lower Confidence Limit,15.3
Scotland,2014,Alcohol consumption: Hazardous/Harmful drinker,Female,95% Upper Confidence Limit,19
Scotland,2014,Alcohol consumption: Hazardous/Harmful drinker,Male,Percent,35
Scotland,2014,Alcohol consumption: Hazardous/Harmful drinker,Male,95% Lower Confidence Limit,32.2
Scotland,2014,Alcohol consumption: Hazardous/Harmful drinker,Male,95% Upper Confidence Limit,37.2
Scotland,2014,Alcohol consumption: Moderate drinker,All,Percent,59
Scotland,2014,Alcohol consumption: Moderate drinker,All,95% Lower Confidence Limit,56.7
Scotland,2014,Alcohol consumption: Moderate drinker,All,95% Upper Confidence Limit,60.5
Scotland,2014,Alcohol consumption: Moderate drinker,Female,Percent,65
Scotland,2014,Alcohol consumption: Moderate drinker,Female,95% Lower Confidence Limit,63.1
Scotland,2014,Alcohol consumption: Moderate drinker,Female,95% Upper Confidence Limit,67.7
Scotland,2014,Alcohol consumption: Moderate drinker,Male,Percent,51
Scotland,2014,Alcohol consumption: Moderate drinker,Male,95% Lower Confidence Limit,48.5
Scotland,2014,Alcohol consumption: Moderate drinker,Male,95% Upper Confidence Limit,53.8
Scotland,2014,Alcohol consumption: Non-drinker,All,Percent,16
Scotland,2014,Alcohol consumption: Non-drinker,All,95% Lower Confidence Limit,14.4
Scotland,2014,Alcohol consumption: Non-drinker,All,95% Upper Confidence Limit,17.4
Scotland,2014,Alcohol consumption: Non-drinker,Female,Percent,18
Scotland,2014,Alcohol consumption: Non-drinker,Female,95% Lower Confidence Limit,15.7
Scotland,2014,Alcohol consumption: Non-drinker,Female,95% Upper Confidence Limit,19.3
Scotland,2014,Alcohol consumption: Non-drinker,Male,Percent,14
Scotland,2014,Alcohol consumption: Non-drinker,Male,95% Lower Confidence Limit,12.1
Scotland,2014,Alcohol consumption: Non-drinker,Male,95% Upper Confidence Limit,16.2
Scotland,2014,Fruit & vegetable consumption: 5 portions or more,All,Percent,20
Scotland,2014,Fruit & vegetable consumption: 5 portions or more,All,95% Lower Confidence Limit,18.6
Scotland,2014,Fruit & vegetable consumption: 5 portions or more,All,95% Upper Confidence Limit,21.9
Scotland,2014,Fruit & vegetable consumption: 5 portions or more,Female,Percent,20
Scotland,2014,Fruit & vegetable consumption: 5 portions or more,Female,95% Lower Confidence Limit,18.3
Scotland,2014,Fruit & vegetable consumption: 5 portions or more,Female,95% Upper Confidence Limit,22.4
Scotland,2014,Fruit & vegetable consumption: 5 portions or more,Male,Percent,20
Scotland,2014,Fruit & vegetable consumption: 5 portions or more,Male,95% Lower Confidence Limit,18.1
Scotland,2014,Fruit & vegetable consumption: 5 portions or more,Male,95% Upper Confidence Limit,22.2
Scotland,2014,Fruit & vegetable consumption: Less than 5 portions,All,Percent,69
Scotland,2014,Fruit & vegetable consumption: Less than 5 portions,All,95% Lower Confidence Limit,67.5
Scotland,2014,Fruit & vegetable consumption: Less than 5 portions,All,95% Upper Confidence Limit,71.4
Scotland,2014,Fruit & vegetable consumption: Less than 5 portions,Female,Percent,71
Scotland,2014,Fruit & vegetable consumption: Less than 5 portions,Female,95% Lower Confidence Limit,68.7
Scotland,2014,Fruit & vegetable consumption: Less than 5 portions,Female,95% Upper Confidence Limit,73.1
Scotland,2014,Fruit & vegetable consumption: Less than 5 portions,Male,Percent,68
Scotland,2014,Fruit & vegetable consumption: Less than 5 portions,Male,95% Lower Confidence Limit,65.3
Scotland,2014,Fruit & vegetable consumption: Less than 5 portions,Male,95% Upper Confidence Limit,70.4
Scotland,2014,Fruit & vegetable consumption: None,All,Percent,10
Scotland,2014,Fruit & vegetable consumption: None,All,95% Lower Confidence Limit,9
Scotland,2014,Fruit & vegetable consumption: None,All,95% Upper Confidence Limit,11.6
Scotland,2014,Fruit & vegetable consumption: None,Female,Percent,9
Scotland,2014,Fruit & vegetable consumption: None,Female,95% Lower Confidence Limit,7.5
Scotland,2014,Fruit & vegetable consumption: None,Female,95% Upper Confidence Limit,10
Scotland,2014,Fruit & vegetable consumption: None,Male,Percent,12
Scotland,2014,Fruit & vegetable consumption: None,Male,95% Lower Confidence Limit,10.1
Scotland,2014,Fruit & vegetable consumption: None,Male,95% Upper Confidence Limit,13.9
Scotland,2014,General health questionnaire (GHQ-12): Score 0,All,Percent,61
Scotland,2014,General health questionnaire (GHQ-12): Score 0,All,95% Lower Confidence Limit,58.6
Scotland,2014,General health questionnaire (GHQ-12): Score 0,All,95% Upper Confidence Limit,62.6
Scotland,2014,General health questionnaire (GHQ-12): Score 0,Female,Percent,56
Scotland,2014,General health questionnaire (GHQ-12): Score 0,Female,95% Lower Confidence Limit,53.8
Scotland,2014,General health questionnaire (GHQ-12): Score 0,Female,95% Upper Confidence Limit,58.5
Scotland,2014,General health questionnaire (GHQ-12): Score 0,Male,Percent,65
Scotland,2014,General health questionnaire (GHQ-12): Score 0,Male,95% Lower Confidence Limit,62.7
Scotland,2014,General health questionnaire (GHQ-12): Score 0,Male,95% Upper Confidence Limit,68.1
Scotland,2014,General health questionnaire (GHQ-12): Score 1-3,All,Percent,24
Scotland,2014,General health questionnaire (GHQ-12): Score 1-3,All,95% Lower Confidence Limit,22.1
Scotland,2014,General health questionnaire (GHQ-12): Score 1-3,All,95% Upper Confidence Limit,25.5
Scotland,2014,General health questionnaire (GHQ-12): Score 1-3,Female,Percent,27
Scotland,2014,General health questionnaire (GHQ-12): Score 1-3,Female,95% Lower Confidence Limit,24.7
Scotland,2014,General health questionnaire (GHQ-12): Score 1-3,Female,95% Upper Confidence Limit,29
Scotland,2014,General health questionnaire (GHQ-12): Score 1-3,Male,Percent,20
Scotland,2014,General health questionnaire (GHQ-12): Score 1-3,Male,95% Lower Confidence Limit,18.2
Scotland,2014,General health questionnaire (GHQ-12): Score 1-3,Male,95% Upper Confidence Limit,22.7
Scotland,2014,General health questionnaire (GHQ-12): Score 4+,All,Percent,16
Scotland,2014,General health questionnaire (GHQ-12): Score 4+,All,95% Lower Confidence Limit,14.2
Scotland,2014,General health questionnaire (GHQ-12): Score 4+,All,95% Upper Confidence Limit,17
Scotland,2014,General health questionnaire (GHQ-12): Score 4+,Female,Percent,17
Scotland,2014,General health questionnaire (GHQ-12): Score 4+,Female,95% Lower Confidence Limit,15.1
Scotland,2014,General health questionnaire (GHQ-12): Score 4+,Female,95% Upper Confidence Limit,18.8
Scotland,2014,General health questionnaire (GHQ-12): Score 4+,Male,Percent,14
Scotland,2014,General health questionnaire (GHQ-12): Score 4+,Male,95% Lower Confidence Limit,12.2
Scotland,2014,General health questionnaire (GHQ-12): Score 4+,Male,95% Upper Confidence Limit,16.1
Scotland,2014,Long-term illness: Limiting long-term illness,All,Percent,31
Scotland,2014,Long-term illness: Limiting long-term illness,All,95% Lower Confidence Limit,29.7
Scotland,2014,Long-term illness: Limiting long-term illness,All,95% Upper Confidence Limit,33.3
Scotland,2014,Long-term illness: Limiting long-term illness,Female,Percent,33
Scotland,2014,Long-term illness: Limiting long-term illness,Female,95% Lower Confidence Limit,30.5
Scotland,2014,Long-term illness: Limiting long-term illness,Female,95% Upper Confidence Limit,35
Scotland,2014,Long-term illness: Limiting long-term illness,Male,Percent,30
Scotland,2014,Long-term illness: Limiting long-term illness,Male,95% Lower Confidence Limit,27.7
Scotland,2014,Long-term illness: Limiting long-term illness,Male,95% Upper Confidence Limit,32.6
Scotland,2014,Long-term illness: No long-term illness,All,Percent,54
Scotland,2014,Long-term illness: No long-term illness,All,95% Lower Confidence Limit,51.8
Scotland,2014,Long-term illness: No long-term illness,All,95% Upper Confidence Limit,56.2
Scotland,2014,Long-term illness: No long-term illness,Female,Percent,54
Scotland,2014,Long-term illness: No long-term illness,Female,95% Lower Confidence Limit,51.1
Scotland,2014,Long-term illness: No long-term illness,Female,95% Upper Confidence Limit,55.9
Scotland,2014,Long-term illness: No long-term illness,Male,Percent,54
Scotland,2014,Long-term illness: No long-term illness,Male,95% Lower Confidence Limit,51.4
Scotland,2014,Long-term illness: No long-term illness,Male,95% Upper Confidence Limit,57.4
Scotland,2014,Long-term illness: Non-limiting long-term illness,All,Percent,15
Scotland,2014,Long-term illness: Non-limiting long-term illness,All,95% Lower Confidence Limit,13.1
Scotland,2014,Long-term illness: Non-limiting long-term illness,All,95% Upper Confidence Limit,16
Scotland,2014,Long-term illness: Non-limiting long-term illness,Female,Percent,14
Scotland,2014,Long-term illness: Non-limiting long-term illness,Female,95% Lower Confidence Limit,12.4
Scotland,2014,Long-term illness: Non-limiting long-term illness,Female,95% Upper Confidence Limit,15.2
Scotland,2014,Long-term illness: Non-limiting long-term illness,Male,Percent,15
Scotland,2014,Long-term illness: Non-limiting long-term illness,Male,95% Lower Confidence Limit,13.1
Scotland,2014,Long-term illness: Non-limiting long-term illness,Male,95% Upper Confidence Limit,17.8
Scotland,2014,Obesity: Not obese,All,Percent,72
Scotland,2014,Obesity: Not obese,All,95% Lower Confidence Limit,70.4
Scotland,2014,Obesity: Not obese,All,95% Upper Confidence Limit,74
Scotland,2014,Obesity: Not obese,Female,Percent,71
Scotland,2014,Obesity: Not obese,Female,95% Lower Confidence Limit,68.3
Scotland,2014,Obesity: Not obese,Female,95% Upper Confidence Limit,72.8
Scotland,2014,Obesity: Not obese,Male,Percent,74
Scotland,2014,Obesity: Not obese,Male,95% Lower Confidence Limit,71.4
Scotland,2014,Obesity: Not obese,Male,95% Upper Confidence Limit,76.5
Scotland,2014,Obesity: Obese,All,Percent,28
Scotland,2014,Obesity: Obese,All,95% Lower Confidence Limit,26
Scotland,2014,Obesity: Obese,All,95% Upper Confidence Limit,29.6
Scotland,2014,Obesity: Obese,Female,Percent,29
Scotland,2014,Obesity: Obese,Female,95% Lower Confidence Limit,27.2
Scotland,2014,Obesity: Obese,Female,95% Upper Confidence Limit,31.7
Scotland,2014,Obesity: Obese,Male,Percent,26
Scotland,2014,Obesity: Obese,Male,95% Lower Confidence Limit,23.5
Scotland,2014,Obesity: Obese,Male,95% Upper Confidence Limit,28.6
Scotland,2014,Overweight: Not overweight or obese,All,Percent,35
Scotland,2014,Overweight: Not overweight or obese,All,95% Lower Confidence Limit,32.9
Scotland,2014,Overweight: Not overweight or obese,All,95% Upper Confidence Limit,36.9
Scotland,2014,Overweight: Not overweight or obese,Female,Percent,39
Scotland,2014,Overweight: Not overweight or obese,Female,95% Lower Confidence Limit,36.3
Scotland,2014,Overweight: Not overweight or obese,Female,95% Upper Confidence Limit,41.5
Scotland,2014,Overweight: Not overweight or obese,Male,Percent,31
Scotland,2014,Overweight: Not overweight or obese,Male,95% Lower Confidence Limit,27.8
Scotland,2014,Overweight: Not overweight or obese,Male,95% Upper Confidence Limit,33.5
Scotland,2014,Overweight: Overweight (including obese),All,Percent,65
Scotland,2014,Overweight: Overweight (including obese),All,95% Lower Confidence Limit,63.1
Scotland,2014,Overweight: Overweight (including obese),All,95% Upper Confidence Limit,67.1
Scotland,2014,Overweight: Overweight (including obese),Female,Percent,61
Scotland,2014,Overweight: Overweight (including obese),Female,95% Lower Confidence Limit,58.5
Scotland,2014,Overweight: Overweight (including obese),Female,95% Upper Confidence Limit,63.7
Scotland,2014,Overweight: Overweight (including obese),Male,Percent,69
Scotland,2014,Overweight: Overweight (including obese),Male,95% Lower Confidence Limit,66.5
Scotland,2014,Overweight: Overweight (including obese),Male,95% Upper Confidence Limit,72.2
Scotland,2014,Self-assessed general health: Bad/Very bad,All,Percent,8
Scotland,2014,Self-assessed general health: Bad/Very bad,All,95% Lower Confidence Limit,7.1
Scotland,2014,Self-assessed general health: Bad/Very bad,All,95% Upper Confidence Limit,9.2
Scotland,2014,Self-assessed general health: Bad/Very bad,Female,Percent,8
Scotland,2014,Self-assessed general health: Bad/Very bad,Female,95% Lower Confidence Limit,6.9
Scotland,2014,Self-assessed general health: Bad/Very bad,Female,95% Upper Confidence Limit,9.4
Scotland,2014,Self-assessed general health: Bad/Very bad,Male,Percent,8
Scotland,2014,Self-assessed general health: Bad/Very bad,Male,95% Lower Confidence Limit,6.8
Scotland,2014,Self-assessed general health: Bad/Very bad,Male,95% Upper Confidence Limit,9.6
Scotland,2014,Self-assessed general health: Fair,All,Percent,18
Scotland,2014,Self-assessed general health: Fair,All,95% Lower Confidence Limit,16.8
Scotland,2014,Self-assessed general health: Fair,All,95% Upper Confidence Limit,19.4
Scotland,2014,Self-assessed general health: Fair,Female,Percent,18
Scotland,2014,Self-assessed general health: Fair,Female,95% Lower Confidence Limit,16.6
Scotland,2014,Self-assessed general health: Fair,Female,95% Upper Confidence Limit,20.1
Scotland,2014,Self-assessed general health: Fair,Male,Percent,18
Scotland,2014,Self-assessed general health: Fair,Male,95% Lower Confidence Limit,16
Scotland,2014,Self-assessed general health: Fair,Male,95% Upper Confidence Limit,19.8
Scotland,2014,Self-assessed general health: Very good/Good,All,Percent,74
Scotland,2014,Self-assessed general health: Very good/Good,All,95% Lower Confidence Limit,72
Scotland,2014,Self-assessed general health: Very good/Good,All,95% Upper Confidence Limit,75.5
Scotland,2014,Self-assessed general health: Very good/Good,Female,Percent,74
Scotland,2014,Self-assessed general health: Very good/Good,Female,95% Lower Confidence Limit,71.4
Scotland,2014,Self-assessed general health: Very good/Good,Female,95% Upper Confidence Limit,75.7
Scotland,2014,Self-assessed general health: Very good/Good,Male,Percent,74
Scotland,2014,Self-assessed general health: Very good/Good,Male,95% Lower Confidence Limit,71.5
Scotland,2014,Self-assessed general health: Very good/Good,Male,95% Upper Confidence Limit,76.4
Scotland,2015,Alcohol consumption: Hazardous/Harmful drinker,All,Percent,26
Scotland,2015,Alcohol consumption: Hazardous/Harmful drinker,All,95% Lower Confidence Limit,24.1
Scotland,2015,Alcohol consumption: Hazardous/Harmful drinker,All,95% Upper Confidence Limit,27.6
Scotland,2015,Alcohol consumption: Hazardous/Harmful drinker,Female,Percent,17
Scotland,2015,Alcohol consumption: Hazardous/Harmful drinker,Female,95% Lower Confidence Limit,14.8
Scotland,2015,Alcohol consumption: Hazardous/Harmful drinker,Female,95% Upper Confidence Limit,18.3
Scotland,2015,Alcohol consumption: Hazardous/Harmful drinker,Male,Percent,36
Scotland,2015,Alcohol consumption: Hazardous/Harmful drinker,Male,95% Lower Confidence Limit,33.3
Scotland,2015,Alcohol consumption: Hazardous/Harmful drinker,Male,95% Upper Confidence Limit,38.7
Scotland,2015,Alcohol consumption: Moderate drinker,All,Percent,58
Scotland,2015,Alcohol consumption: Moderate drinker,All,95% Lower Confidence Limit,56.6
Scotland,2015,Alcohol consumption: Moderate drinker,All,95% Upper Confidence Limit,60.2
Scotland,2015,Alcohol consumption: Moderate drinker,Female,Percent,66
Scotland,2015,Alcohol consumption: Moderate drinker,Female,95% Lower Confidence Limit,63.5
Scotland,2015,Alcohol consumption: Moderate drinker,Female,95% Upper Confidence Limit,67.8
Scotland,2015,Alcohol consumption: Moderate drinker,Male,Percent,51
Scotland,2015,Alcohol consumption: Moderate drinker,Male,95% Lower Confidence Limit,47.8
Scotland,2015,Alcohol consumption: Moderate drinker,Male,95% Upper Confidence Limit,53.2
